,dec,bin,gray,contiguity,score
12107,12107,10111101001011,11100011101110,True,0.00784827560572969
12112,12112,10111101010000,11100011111000,True,0.3260862803502567
12113,12113,10111101010001,11100011111001,True,0.07025163773909258
12114,12114,10111101010010,11100011111011,True,0.1279651766446414
12115,12115,10111101010011,11100011111010,True,0.12786946596652277
12116,12116,10111101010100,11100011111110,True,0.0676674494298889
12117,12117,10111101010101,11100011111111,True,0.32350209204105307
12118,12118,10111101010110,11100011111101,True,0.12528527765731906
12119,12119,10111101010111,11100011111100,True,0.1305493649538451
12138,12138,10111101101010,11100011011111,True,0.2511448193833501
12139,12139,10111101101011,11100011011110,True,0.004689823227814083
12148,12148,10111101110100,11100011001110,True,0.08020554826343268
12149,12149,10111101110101,11100011001111,True,0.17562909434773147
12171,12171,10111110001011,11100001001110,True,0.10509032457428291
12180,12180,10111110010100,11100001011110,True,0.029574599538664318
12200,12200,10111110101000,11100001111100,True,0.1554341412646953
12203,12203,10111110101011,11100001111110,True,0.04278267311903867
12204,12204,10111110101100,11100001111010,True,0.152754242277373
12207,12207,10111110101111,11100001111000,True,0.35097105666110695
12212,12212,10111110110100,11100001101110,True,0.03273305191657992
12215,12215,10111110110111,11100001101100,True,0.23094986630031392
12360,12360,11000001001000,10100001101100,True,0.33144607832490147
12362,12362,11000001001010,10100001101111,True,0.12260537866999674
12363,12363,11000001001011,10100001101110,True,0.1332292639411674
12368,12368,11000001010000,10100001111000,True,0.4514672686856945
12370,12370,11000001010010,10100001111011,True,0.0025841883092036786
12371,12371,11000001010011,10100001111010,True,0.25325045430196047
12372,12372,11000001010100,10100001111110,True,0.05771353890554881
12373,12373,11000001010101,10100001111111,True,0.19812110370561534
12375,12375,11000001010111,10100001111100,True,0.2559303532892828
12394,12394,11000001101010,10100001011111,True,0.12576383104791233
12395,12395,11000001101011,10100001011110,True,0.13007081156325181
12404,12404,11000001110100,10100001001110,True,0.2055865365988704
12405,12405,11000001110101,10100001001111,True,0.05024810601229374
12426,12426,11000010001010,10100011001111,True,0.07513288232314398
12427,12427,11000010001011,10100011001110,True,0.18070176028802018
12436,12436,11000010010100,10100011011110,True,0.10518603525240157
12437,12437,11000010010101,10100011011111,True,0.15064860735876257
12456,12456,11000010101000,10100011111100,True,0.2310455769784326
12457,12457,11000010101001,10100011111101,True,0.02478906563273158
12458,12458,11000010101010,10100011111111,True,0.22300588001646557
12459,12459,11000010101011,10100011111110,True,0.03282876259469858
12460,12460,11000010101100,10100011111010,True,0.22836567799111024
12461,12461,11000010101101,10100011111011,True,0.027468964620053913
12462,12462,11000010101110,10100011111001,True,0.17074784976368007
12463,12463,11000010101111,10100011111000,True,0.42658249237484425
12468,12468,11000010110100,10100011101110,True,0.10834448763031719
12469,12469,11000010110101,10100011101111,True,0.14749015498084697
12470,12470,11000010110110,10100011101101,True,0.050726659402887016
12471,12471,11000010110111,10100011101100,True,0.3065613020140512
12810,12810,11001000001010,10101100001111,True,0.34044288206805495
12811,12811,11001000001011,10101100001110,True,0.0846082394568908
12820,12820,11001000010100,10101100011110,True,0.16012396449250937
12821,12821,11001000010101,10101100011111,True,0.4159586071036736
12880,12880,11001001010000,10101101111000,True,0.10968443712397834
13136,13136,11001101010000,10101011111000,True,0.2608115978733342
13231,13231,11001110101111,10101001111000,True,0.2856963741841844
13290,13290,11001111101010,10101000011111,True,0.23994667004346748
13291,13291,11001111101011,10101000011110,True,0.01588797256769669
13300,13300,11001111110100,10101000001110,True,0.09140369760331529
13301,13301,11001111110101,10101000001111,True,0.16443094500784888
13312,13312,11010000000000,10111000000000,True,0.4083974635322999
13314,13314,11010000000010,10111000000011,True,0.04565399346259832
13315,13315,11010000000011,10111000000010,True,0.21018064914856582
13316,13316,11010000000100,10111000000110,True,0.014643733752154178
13317,13317,11010000000101,10111000000111,True,0.24119090885900998
13319,13319,11010000000111,10111000000100,True,0.21286054813588817
13320,13320,11010000001000,10111000001100,True,0.1296879688507772
13322,13322,11010000001010,10111000001111,True,0.32436348814412097
13323,13323,11010000001011,10111000001110,True,0.0685288455329568
13324,13324,11010000001100,10111000001010,True,0.12700806986345486
13325,13325,11010000001101,10111000001011,True,0.1288265727477093
13327,13327,11010000001111,10111000001000,True,0.3252248842471889
13328,13328,11010000010000,10111000011000,True,0.24970915921157025
13330,13330,11010000010010,10111000011011,True,0.2043422977833279
13331,13331,11010000010011,10111000011010,True,0.05149234482783625
13332,13332,11010000010100,10111000011110,True,0.14404457056857542
13333,13333,11010000010101,10111000011111,True,0.39987921317973957
13335,13335,11010000010111,10111000011100,True,0.054172243815158595
13376,13376,11010001000000,10111001100000,True,0.28445213536864195
13423,13423,11010001101111,10111001011000,True,0.19812110370561534
13424,13424,11010001110000,10111001001000,True,0.27363682874123396
13439,13439,11010001111111,10111001000000,True,0.3568094080263449
13440,13440,11010010000000,10111011000000,True,0.3319246317154947
13455,13455,11010010001111,10111011001000,True,0.2487520524303837
13456,13456,11010010010000,10111011011000,True,0.1732363273947651
13503,13503,11010010111111,10111011100000,True,0.2595673590577917
13696,13696,11010110000000,10111101000000,True,0.18079747096613885
13711,13711,11010110001111,10111101001000,True,0.09762489168102785
13712,13712,11010110010000,10111101011000,True,0.022109166645409246
13759,13759,11010110111111,10111101100000,True,0.10844019830843583
13800,13800,11010111101000,10111100011100,True,0.12183969324504751
13801,13801,11010111101001,10111100011101,True,0.3776743358562117
13802,13802,11010111101010,10111100011111,True,0.5758911502399456
13803,13803,11010111101011,10111100011110,True,0.32005650762878146
13804,13804,11010111101100,10111100011010,True,0.12451959223236983
13805,13805,11010111101101,10111100011011,True,0.380354234843534
13806,13806,11010111101110,10111100011001,True,0.1821374204598
13807,13807,11010111101111,10111100011000,True,0.07369722215136415
13808,13808,11010111110000,10111100001000,True,0.14921294718698275
13809,13809,11010111110001,10111100001001,True,0.10662169542418139
13810,13810,11010111110010,10111100001011,True,0.3048385098079154
13811,13811,11010111110011,10111100001010,True,0.04900386719675123
13812,13812,11010111110100,10111100001110,True,0.24454078259316286
13813,13813,11010111110101,10111100001111,True,0.5003754252043271
13814,13814,11010111110110,10111100001101,True,0.30215861082059303
13815,13815,11010111110111,10111100001100,True,0.0463239682094289
13816,13816,11010111111000,10111100000100,True,0.036848611075682075
13817,13817,11010111111001,10111100000101,True,0.21898603153548207
13818,13818,11010111111010,10111100000111,True,0.4172028459192161
13819,13819,11010111111011,10111100000110,True,0.16136820330805193
13820,13820,11010111111100,10111100000010,True,0.03416871208835975
13821,13821,11010111111101,10111100000011,True,0.22166593052280442
13822,13822,11010111111110,10111100000001,True,0.023449116139070414
13823,13823,11010111111111,10111100000000,True,0.23238552647209373
14848,14848,11101000000000,10011100000000,True,0.3669547399069223
14849,14849,11101000000001,10011100000001,True,0.11112009729575817
14850,14850,11101000000010,10011100000011,True,0.08709671708797581
14851,14851,11101000000011,10011100000010,True,0.16873792552318834
14852,14852,11101000000100,10011100000110,True,0.02679898987322333
14853,14853,11101000000101,10011100000111,True,0.2826336324843875
14854,14854,11101000000110,10011100000101,True,0.08441681810065349
14855,14855,11101000000111,10011100000100,True,0.17141782451051069
14856,14856,11101000001000,10011100001100,True,0.08824524522539968
14857,14857,11101000001001,10011100001101,True,0.16758939738576448
14858,14858,11101000001010,10011100001111,True,0.36580621176949846
14859,14859,11101000001011,10011100001110,True,0.10997156915833431
14868,14868,11101000010100,10011100011110,True,0.1854872941939529
14869,14869,11101000010101,10011100011111,True,0.44132193680511705
14870,14870,11101000010110,10011100011101,True,0.24310512242138307
14871,14871,11101000010111,10011100011100,True,0.012729520189781083
14912,14912,11101001000000,10011101100000,True,0.24300941174326443
14943,14943,11101001011111,10011101110000,True,0.1674936867076458
14975,14975,11101001111111,10011101000000,True,0.3153666844009674
15168,15168,11101101000000,10011011100000,True,0.39413657249262024
15199,15199,11101101011111,10011011110000,True,0.3186208474570017
15231,15231,11101101111111,10011011000000,True,0.46649384515032327
15232,15232,11101110000000,10011001000000,True,0.4913786214611735
15264,15264,11101110100000,10011001110000,True,0.34350562376785193
15295,15295,11101110111111,10011001100000,True,0.41902134880347053
15336,15336,11101111101000,10011000011100,True,0.18874145724998714
15338,15338,11101111101010,10011000011111,True,0.265309999744911
15339,15339,11101111101011,10011000011110,True,0.009475357133746821
15348,15348,11101111110100,10011000001110,True,0.06604036790187179
15349,15349,11101111110101,10011000001111,True,0.1897942747092924
15351,15351,11101111110111,10011000001100,True,0.2642571822856058
15352,15352,11101111111000,10011000000100,True,0.34742976157071676
15354,15354,11101111111010,10011000000111,True,0.10662169542418139
15355,15355,11101111111011,10011000000110,True,0.14921294718698275
15356,15356,11101111111100,10011000000010,True,0.3447498625833944
15357,15357,11101111111101,10011000000011,True,0.08891521997223026
15359,15359,11101111111111,10011000000000,True,0.5429666769671284
15360,15360,11110000000000,10001000000000,True,0.7028992201034006
15362,15362,11110000000010,10001000000011,True,0.24884776310850237
15363,15363,11110000000011,10001000000010,True,0.5046824057196665
15364,15364,11110000000100,10001000000110,True,0.3091454903232549
15365,15365,11110000000101,10001000000111,True,0.05331084771209069
15370,15370,11110000001010,10001000001111,True,0.02986173157302028
15371,15371,11110000001011,10001000001110,True,0.22597291103814385
15380,15380,11110000010100,10001000011110,True,0.15045718600252528
15381,15381,11110000010101,10001000011111,True,0.1053774566086389
15424,15424,11110001000000,10001001100000,True,0.5789538919397426
15440,15440,11110001010000,10001001111000,True,0.420265587619013
15455,15455,11110001011111,10001001110000,True,0.503438166904124
15487,15487,11110001111111,10001001000000,True,0.6513111645974456
15488,15488,11110010000000,10001011000000,True,0.6264263882865955
15520,15520,11110010100000,10001011110000,True,0.47855339059327373
15535,15535,11110010101111,10001011111000,True,0.39538081130816277
15551,15551,11110010111111,10001011100000,True,0.5540691156288924
15744,15744,11110110000000,10001101000000,True,0.47529922753723947
15776,15776,11110110100000,10001101110000,True,0.32742622984391795
15791,15791,11110110101111,10001101111000,True,0.24425365055880693
15807,15807,11110110111111,10001101100000,True,0.40294195487953655
15850,15850,11110111101010,10001100011111,True,0.28138939366884497
15851,15851,11110111101011,10001100011110,True,0.02555475105768082
15860,15860,11110111110100,10001100001110,True,0.049960973977937785
15861,15861,11110111110101,10001100001111,True,0.20587366863322637
15866,15866,11110111111010,10001100000111,True,0.12270108934811541
15867,15867,11110111111011,10001100000110,True,0.13313355326304877
15868,15868,11110111111100,10001100000010,True,0.3286704686594604
15869,15869,11110111111101,10001100000011,True,0.07283582604829628
15870,15870,11110111111110,10001100000001,True,0.27105264043203026
15871,15871,11110111111111,10001100000000,True,0.5268872830431944
16192,16192,11111101000000,10000011100000,True,0.7198400101304024
16193,16193,11111101000001,10000011100001,True,0.46400536751923827
16194,16194,11111101000010,10000011100011,True,0.26578855313550426
16195,16195,11111101000011,10000011100010,True,0.5216231957466684
16196,16196,11111101000100,10000011100110,True,0.3260862803502567
16197,16197,11111101000101,10000011100111,True,0.07025163773909258
16198,16198,11111101000110,10000011100101,True,0.2684684521228266
16199,16199,11111101000111,10000011100100,True,0.5243030947339907
16200,16200,11111101001000,10000011101100,True,0.4411305154488797
16201,16201,11111101001001,10000011101101,True,0.1852958728377156
16202,16202,11111101001010,10000011101111,True,0.012920941546018392
16203,16203,11111101001011,10000011101110,True,0.24291370106514576
16208,16208,11111101010000,10000011111000,True,0.5611517058096728
16209,16209,11111101010001,10000011111001,True,0.30531706319850865
16210,16210,11111101010010,10000011111011,True,0.10710024881477467
16211,16211,11111101010011,10000011111010,True,0.3629348914259388
16212,16212,11111101010100,10000011111110,True,0.16739797602952716
16213,16213,11111101010101,10000011111111,True,0.08843666658163699
16214,16214,11111101010110,10000011111101,True,0.109780147802097
16215,16215,11111101010111,10000011111100,True,0.36561479041326117
16216,16216,11111101011000,10000011110100,True,0.4487873696983722
16217,16217,11111101011001,10000011110101,True,0.19295272708720798
16218,16218,11111101011010,10000011110111,True,0.005264087296526011
16219,16219,11111101011011,10000011110110,True,0.2505705553146381
16220,16220,11111101011100,10000011110010,True,0.4461074707110498
16221,16221,11111101011101,10000011110011,True,0.19027282809988563
16222,16222,11111101011110,10000011110001,True,0.3884896424836196
16223,16223,11111101011111,10000011110000,True,0.6443242850947838
16234,16234,11111101101010,10000011011111,True,0.016079393923933996
16235,16235,11111101101011,10000011011110,True,0.23975524868723014
16244,16244,11111101110100,10000011001110,True,0.31527097372284874
16245,16245,11111101110101,10000011001111,True,0.0594363311116846
16250,16250,11111101111010,10000011000111,True,0.1426089103967956
16251,16251,11111101111011,10000011000110,True,0.39844355300795975
16252,16252,11111101111100,10000011000010,True,0.5939804684043714
16253,16253,11111101111101,10000011000011,True,0.33814582579320723
16254,16254,11111101111110,10000011000001,True,0.5363626401769412
16255,16255,11111101111111,10000011000000,True,0.7921972827881054
16256,16256,11111110000000,10000001000000,True,0.8170820590989556
16258,16258,11111110000010,10000001000011,True,0.36303060210405746
16259,16259,11111110000011,10000001000010,True,0.6188652447152216
16260,16260,11111110000100,10000001000110,True,0.42332832931881004
16261,16261,11111110000101,10000001000111,True,0.1674936867076458
16266,16266,11111110001010,10000001001111,True,0.08432110742253485
16267,16267,11111110001011,10000001001110,True,0.34015575003369897
16276,16276,11111110010100,10000001011110,True,0.26464002499808037
16277,16277,11111110010101,10000001011111,True,0.008805382386916237
16288,16288,11111110100000,10000001110000,True,0.6692090614056341
16290,16290,11111110100010,10000001110011,True,0.2151576044107359
16291,16291,11111110100011,10000001110010,True,0.4709922470219
16292,16292,11111110100100,10000001110110,True,0.2754553316254884
16293,16293,11111110100101,10000001110111,True,0.019620689014324226
16295,16295,11111110100111,10000001110100,True,0.47367214600922236
16296,16296,11111110101000,10000001111100,True,0.3904995667241114
16298,16298,11111110101010,10000001111111,True,0.06355189027078675
16299,16299,11111110101011,10000001111110,True,0.1922827523403774
16300,16300,11111110101100,10000001111010,True,0.38781966773678905
16301,16301,11111110101101,10000001111011,True,0.1319850251256249
16303,16303,11111110101111,10000001111000,True,0.5860364821205231
16308,16308,11111110110100,10000001101110,True,0.267798477375996
16309,16309,11111110110101,10000001101111,True,0.011963834764831843
16311,16311,11111110110111,10000001101100,True,0.46601529175973
16312,16312,11111110111000,10000001100100,True,0.5491878710448409
16314,16314,11111110111010,10000001100111,True,0.09513641404994282
16315,16315,11111110111011,10000001100110,True,0.35097105666110695
16316,16316,11111110111100,10000001100010,True,0.5465079720575186
16317,16317,11111110111101,10000001100011,True,0.2906733294463545
16319,16319,11111110111111,10000001100000,True,0.7447247864412527
16383,16383,11111111111111,10000000000000,True,0.8686701146049106
16384,16384,100000000000000,110000000000000,True,0.788177434307122
16416,16416,100000000100000,110000000110000,True,0.6403044366138003
16420,16420,100000000100100,110000000110110,True,0.24655070683365465
16421,16421,100000000100101,110000000110111,True,0.009283935777509512
16423,16423,100000000100111,110000000110100,True,0.4447675212173886
16424,16424,100000000101000,110000000111100,True,0.3615949419322777
16426,16426,100000000101010,110000000111111,True,0.0924565150626205
16427,16427,100000000101011,110000000111110,True,0.16337812754854367
16431,16431,100000000101111,110000000111000,True,0.5571318573286893
16436,16436,100000000110100,110000000101110,True,0.23889385258416224
16437,16437,100000000110101,110000000101111,True,0.01694079002700189
16439,16439,100000000110111,110000000101100,True,0.43711066696789624
16440,16440,100000000111000,110000000100100,True,0.5202832462530073
16442,16442,100000000111010,110000000100111,True,0.06623178925810909
16443,16443,100000000111011,110000000100110,True,0.32206643186927325
16447,16447,100000000111111,110000000100000,True,0.7158201616494189
16448,16448,100000001000000,110000001100000,True,0.664232106143464
16450,16450,100000001000010,110000001100011,True,0.21018064914856582
16451,16451,100000001000011,110000001100010,True,0.46601529175973
16452,16452,100000001000100,110000001100110,True,0.27047837636331834
16453,16453,100000001000101,110000001100111,True,0.014643733752154178
16455,16455,100000001000111,110000001100100,True,0.4686951907470523
16456,16456,100000001001000,110000001101100,True,0.38552261146194133
16458,16458,100000001001010,110000001101111,True,0.0685288455329568
16459,16459,100000001001011,110000001101110,True,0.18730579707820733
16464,16464,100000001010000,110000001111000,True,0.5055438018227344
16466,16466,100000001010010,110000001111011,True,0.05149234482783625
16467,16467,100000001010011,110000001111010,True,0.3073269874390004
16468,16468,100000001010100,110000001111110,True,0.11179007204258876
16469,16469,100000001010101,110000001111111,True,0.14404457056857542
16471,16471,100000001010111,110000001111100,True,0.3100068864263228
16472,16472,100000001011000,110000001110100,True,0.3931794657114337
16474,16474,100000001011010,110000001110111,True,0.06087199128346442
16475,16475,100000001011011,110000001110110,True,0.19496265132769972
16476,16476,100000001011100,110000001110010,True,0.3904995667241114
16477,16477,100000001011101,110000001110011,True,0.13466492411294723
16479,16479,100000001011111,110000001110000,True,0.5887163811078454
16500,16500,100000001110100,110000001001110,True,0.25966306973591036
16501,16501,100000001110101,110000001001111,True,0.00382842712474619
16506,16506,100000001111010,110000001000111,True,0.08700100640985717
16507,16507,100000001111011,110000001000110,True,0.34283564902102137
16508,16508,100000001111100,110000001000010,True,0.538372564417433
16509,16509,100000001111101,110000001000011,True,0.2825379218062688
16511,16511,100000001111111,110000001000000,True,0.736589378801167
16512,16512,100000010000000,110000011000000,True,0.7117046024903169
16513,16513,100000010000001,110000011000001,True,0.4558699598791526
16514,16514,100000010000010,110000011000011,True,0.2576531454954186
16515,16515,100000010000011,110000011000010,True,0.5134877881065827
16516,16516,100000010000100,110000011000110,True,0.3179508727101711
16517,16517,100000010000101,110000011000111,True,0.062116230099006936
16522,16522,100000010001010,110000011001111,True,0.021056349186104044
16523,16523,100000010001011,110000011001110,True,0.2347782934250601
16544,16544,100000010100000,110000011110000,True,0.5638316047969951
16545,16545,100000010100001,110000011110001,True,0.30799696218583095
16546,16546,100000010100010,110000011110011,True,0.109780147802097
16547,16547,100000010100011,110000011110010,True,0.36561479041326117
16548,16548,100000010100100,110000011110110,True,0.17007787501684948
16549,16549,100000010100101,110000011110111,True,0.08575676759431466
16550,16550,100000010100110,110000011110101,True,0.11246004678941933
16551,16551,100000010100111,110000011110100,True,0.3682946894005835
16552,16552,100000010101000,110000011111100,True,0.2851221101154725
16553,16553,100000010101001,110000011111101,True,0.029287467504308357
16554,16554,100000010101010,110000011111111,True,0.16892934687942562
16555,16555,100000010101011,110000011111110,True,0.08690529573173851
16556,16556,100000010101100,110000011111010,True,0.28244221112815016
16557,16557,100000010101101,110000011111011,True,0.02660756851698602
16558,16558,100000010101110,110000011111001,True,0.22482438290072002
16559,16559,100000010101111,110000011111000,True,0.48065902551188416
16564,16564,100000010110100,110000011101110,True,0.16242102076735712
16565,16565,100000010110101,110000011101111,True,0.09341362184380703
16566,16566,100000010110110,110000011101101,True,0.10480319253992695
16567,16567,100000010110111,110000011101100,True,0.3606378351510911
16568,16568,100000010111000,110000011100100,True,0.4438104144362021
16569,16569,100000010111001,110000011100101,True,0.18797577182503794
16570,16570,100000010111010,110000011100111,True,0.010241042558696057
16571,16571,100000010111011,110000011100110,True,0.2455936000524681
16572,16572,100000010111100,110000011100010,True,0.4411305154488797
16573,16573,100000010111101,110000011100011,True,0.1852958728377156
16574,16574,100000010111110,110000011100001,True,0.3835126872214496
16575,16575,100000010111111,110000011100000,True,0.6393473298326138
16896,16896,100001000000000,110001100000000,True,0.4463946027454057
16897,16897,100001000000001,110001100000001,True,0.1905599601342416
16898,16898,100001000000010,110001100000011,True,0.00765685424949238
16899,16899,100001000000011,110001100000010,True,0.24817778836167176
16900,16900,100001000000100,110001100000110,True,0.05264087296526011
16901,16901,100001000000101,110001100000111,True,0.20319376964590405
16906,16906,100001000001010,110001100001111,True,0.286366348931015
16907,16907,100001000001011,110001100001110,True,0.030531706319850867
16928,16928,100001000100000,110001100110000,True,0.2985216050520842
16929,16929,100001000100001,110001100110001,True,0.04268696244092002
16942,16942,100001000101110,110001100111001,True,0.04048561684419096
16943,16943,100001000101111,110001100111000,True,0.21534902576697318
16958,16958,100001000111110,110001100100001,True,0.11820268747653861
16959,16959,100001000111111,110001100100000,True,0.3740373300877028
16960,16960,100001001000000,110001101100000,True,0.3224492745817478
16976,16976,100001001010000,110001101111000,True,0.1637609702610183
16991,16991,100001001011111,110001101110000,True,0.24693354954612926
17023,17023,100001001111111,110001101000000,True,0.39480654723945086
17216,17216,100001101000000,110001011100000,True,0.4735764353311037
17232,17232,100001101010000,110001011111000,True,0.3148881310103741
17247,17247,100001101011111,110001011110000,True,0.3980607102954851
17279,17279,100001101111111,110001011000000,True,0.5459337079888067
17280,17280,100001110000000,110001001000000,True,0.5708184842996569
17312,17312,100001110100000,110001001110000,True,0.42294548660633535
17327,17327,100001110101111,110001001111000,True,0.3397729073212244
17343,17343,100001110111111,110001001100000,True,0.498461211641954
17344,17344,100001111000000,110001000100000,True,0.5500492671479089
17360,17360,100001111010000,110001000111000,True,0.39136096282717925
17375,17375,100001111011111,110001000110000,True,0.47453354211229026
17396,17396,100001111110100,110001000001110,True,0.14548023074035524
17397,17397,100001111110101,110001000001111,True,0.11035441187080894
17402,17402,100001111111010,110001000000111,True,0.02718183258569795
17403,17403,100001111111011,110001000000110,True,0.22865281002546622
17404,17404,100001111111100,110001000000010,True,0.4241897254218779
17405,17405,100001111111101,110001000000011,True,0.1683550828107137
17407,17407,100001111111111,110001000000000,True,0.6224065398056118
17408,17408,100010000000000,110011000000000,True,0.46247399666933975
17410,17410,100010000000010,110011000000011,True,0.008422539674441619
17411,17411,100010000000011,110011000000010,True,0.2642571822856058
17412,17412,100010000000100,110011000000110,True,0.06872026688919411
17413,17413,100010000000101,110011000000111,True,0.18711437572197004
17415,17415,100010000000111,110011000000100,True,0.2669370812729281
17416,17416,100010000001000,110011000001100,True,0.18376450198781713
17418,17418,100010000001010,110011000001111,True,0.270286955007081
17419,17419,100010000001011,110011000001110,True,0.014452312395916867
17440,17440,100010000100000,110011000110000,True,0.3146009989760182
17471,17471,100010000111111,110011000100000,True,0.3901167240116368
17472,17472,100010001000000,110011001100000,True,0.33852866850568186
17503,17503,100010001011111,110011001110000,True,0.26301294347006327
17535,17535,100010001111111,110011001000000,True,0.41088594116338484
17536,17536,100010010000000,110011011000000,True,0.3860011648525346
17568,17568,100010010100000,110011011110000,True,0.23812816715921303
17599,17599,100010010111111,110011011100000,True,0.31364389219483163
17792,17792,100010110000000,110011101000000,True,0.23487400410317874
17824,17824,100010110100000,110011101110000,True,0.08700100640985717
17855,17855,100010110111111,110011101100000,True,0.16251673144547576
17856,17856,100010111000000,110011100100000,True,0.21410478695143068
17857,17857,100010111000001,110011100100001,True,0.04172985565973347
17886,17886,100010111011110,110011100110001,True,0.11724558069535207
17887,17887,100010111011111,110011100110000,True,0.13858906191581208
17908,17908,100010111110100,110011100001110,True,0.19046424945612295
17909,17909,100010111110101,110011100001111,True,0.4462988920672871
17910,17910,100010111110110,110011100001101,True,0.24808207768355311
17911,17911,100010111110111,110011100001100,True,0.007752564927611035
17912,17912,100010111111000,110011100000100,True,0.09092514421272202
17913,17913,100010111111001,110011100000101,True,0.16490949839844216
17914,17914,100010111111010,110011100000111,True,0.3631263127821761
17915,17915,100010111111011,110011100000110,True,0.10729167017101199
17916,17916,100010111111100,110011100000010,True,0.08824524522539968
17917,17917,100010111111101,110011100000011,True,0.16758939738576448
17918,17918,100010111111110,110011100000001,True,0.03062741699796952
17919,17919,100010111111111,110011100000000,True,0.2864620596091337
18240,18240,100011101000000,110010011100000,True,0.47941478669634163
18241,18241,100011101000001,110010011100001,True,0.2235801440851775
18270,18270,100011101011110,110010011110001,True,0.14806441904955892
18271,18271,100011101011111,110010011110000,True,0.40389906166072304
18302,18302,100011101111110,110010011000001,True,0.2959374167428805
18303,18303,100011101111111,110010011000000,True,0.5517720593540446
18304,18304,100011110000000,110010001000000,True,0.5766568356648949
18336,18336,100011110100000,110010001110000,True,0.42878383797157327
18367,18367,100011110111111,110010001100000,True,0.5042995630071919
18368,18368,100011111000000,110010000100000,True,0.5558876185131468
18399,18399,100011111011111,110010000110000,True,0.4803718934775282
18420,18420,100011111110100,110010000001110,True,0.15131858210559315
18421,18421,100011111110101,110010000001111,True,0.104516060505571
18423,18423,100011111110111,110010000001100,True,0.34953539648932713
18424,18424,100011111111000,110010000000100,True,0.43270797577443815
18426,18426,100011111111010,110010000000111,True,0.02134348122046001
18427,18427,100011111111011,110010000000110,True,0.23449116139070414
18431,18431,100011111111111,110010000000000,True,0.6282448911708498
18432,18432,100100000000000,110110000000000,True,0.4936756777360212
18436,18436,100100000000100,110110000000110,True,0.09992194795587557
18437,18437,100100000000101,110110000000111,True,0.1559126946552886
18439,18439,100100000000111,110110000000100,True,0.29813876233960956
18440,18440,100100000001000,110110000001100,True,0.21496618305449858
18442,18442,100100000001010,110110000001111,True,0.23908527394039958
18443,18443,100100000001011,110110000001110,True,0.016749368670764583
18447,18447,100100000001111,110110000001000,True,0.41050309845091026
18495,18495,100100000111111,110110000100000,True,0.4213184050783182
18496,18496,100100001000000,110110001100000,True,0.3697303495723633
18544,18544,100100001110000,110110001001000,True,0.3589150429449553
18559,18559,100100001111111,110110001000000,True,0.44208762223006626
18560,18560,100100010000000,110110011000000,True,0.4172028459192161
18561,18561,100100010000001,110110011000001,True,0.16136820330805193
18574,18574,100100010001110,110110011001001,True,0.07819562402294093
18575,18575,100100010001111,110110011001000,True,0.33403026663410507
18622,18622,100100010111110,110110011100001,True,0.08901093065034893
18623,18623,100100010111111,110110011100000,True,0.3448455732615131
18944,18944,100101000000000,110111100000000,True,0.1518928461743051
18945,18945,100101000000001,110111100000001,True,0.10394179643685905
18946,18946,100101000000010,110111100000011,True,0.30215861082059303
18947,18947,100101000000011,110111100000010,True,0.0463239682094289
18948,18948,100101000000100,110111100000110,True,0.24186088360584057
18949,18949,100101000000101,110111100000111,True,0.49769552621700475
18950,18950,100101000000110,110111100000101,True,0.2994787118332707
18951,18951,100101000000111,110111100000100,True,0.04364406922210657
18952,18952,100101000001000,110111100001100,True,0.12681664850721755
18953,18953,100101000001001,110111100001101,True,0.3826512911183817
18954,18954,100101000001010,110111100001111,True,0.5808681055021157
18955,18955,100101000001011,110111100001110,True,0.32503346289095153
18956,18956,100101000001100,110111100001010,True,0.12949654749453987
18957,18957,100101000001101,110111100001011,True,0.38533119010570405
18958,18958,100101000001110,110111100001001,True,0.18711437572197004
18959,18959,100101000001111,110111100001000,True,0.06872026688919411
19006,19006,100101000111110,110111100100001,True,0.17629906909456206
19007,19007,100101000111111,110111100100000,True,0.07953557351660209
19008,19008,100101001000000,110111101100000,True,0.02794751801064719
19056,19056,100101001110000,110111101001000,True,0.0171322113832392
19071,19071,100101001111111,110111101000000,True,0.10030479066835017
19264,19264,100101101000000,110111011100000,True,0.17907467876000305
19312,19312,100101101110000,110111011001000,True,0.16825937213259506
19327,19327,100101101111111,110111011000000,True,0.251431951417706
19328,19328,100101110000000,110111001000000,True,0.27631672772855626
19343,19343,100101110001111,110111001001000,True,0.19314414844344527
19391,19391,100101110111111,110111001100000,True,0.20395945507085328
19392,19392,100101111000000,110111000100000,True,0.2555475105768082
19440,19440,100101111110000,110111000001000,True,0.2447322039494002
19442,19442,100101111110010,110111000001011,True,0.20931925304549795
19443,19443,100101111110011,110111000001010,True,0.04651538956566621
19444,19444,100101111110100,110111000001110,True,0.14902152583074546
19445,19445,100101111110101,110111000001111,True,0.4048561684419096
19447,19447,100101111110111,110111000001100,True,0.04919528855298854
19448,19448,100101111111000,110111000000100,True,0.13236786783809953
19450,19450,100101111111010,110111000000111,True,0.3216835891567986
19451,19451,100101111111011,110111000000110,True,0.06584894654563447
19452,19452,100101111111100,110111000000010,True,0.1296879688507772
19453,19453,100101111111101,110111000000011,True,0.12614667376038696
19455,19455,100101111111111,110111000000000,True,0.32790478323451117
21504,21504,101010000000000,111111000000000,True,0.2274085712099237
21507,21507,101010000000011,111111000000010,True,0.0291917568261897
